id,name,is_custom,is_published,user_id,deleted_at,created_at,updated_at
490,Colegio,1,1,14320,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
491,"Baile, actuación y Locución",1,1,14347,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
492,Conguer,1,1,14363,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
493,"Actuar, dibujar y el maquillaje",1,1,14368,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
494,Asesora de imagen,1,1,14378,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
495,Modelo de pasarela,1,1,14390,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
496,Miss teen,1,1,14390,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
497,Hip hop,1,1,14406,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
498,Modelo de pasarela y fotografía,1,1,14429,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
499,Reina de belleza,1,1,14431,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
500,Photo shoot model,1,1,429,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
501,Model,1,1,14458,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
502,"Cantar, componer musica y ser musico",1,1,14469,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
503,"Toco piano, bajo, Guitarra, bateria",1,1,14469,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
504,"Cantante solista,bailarina folclorica",1,1,14512,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
505,Guitarra,1,1,14521,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
506,Musica urbana,1,1,14539,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
507,"Baladas ,rap,po,regueton,trap y R&B",1,1,14553,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
508,Idioma,1,1,14586,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
509,Manejar pc,1,1,14586,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
510,Deportista,1,1,14657,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
511,Serigrafista,1,1,14652,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
512,Photoshop,1,1,14666,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
513,Diseño,1,1,14702,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
514,R&B /Trap /House,1,1,14706,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
515,Diseño grafi,1,1,14735,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
516,Guitarista,1,1,14776,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
517,Creaccion con estilo,1,1,14887,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
518,Maquilladora,1,1,14897,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
519,Camare,1,1,14897,,2019-05-15 22:09:14.0,2019-05-15 22:09:14.0
520,Diseño y confección,1,1,14702,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
521,Experto,1,1,14913,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
522,Djs,1,1,14987,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
523,Fotografa,1,1,15012,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
524,Hip Hop dancer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
525,Kpop dancer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
526,Dembow dancer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
527,Journalist,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
528,Sports journalist,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
529,Columnist,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
530,Editorial writer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
531,Blogger,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
532,Editor,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
533,Copy editor,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
534,Meteorologist,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
535,News anchor,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
536,Commentator / Pundit,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
537,Food truck,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
538,Folk dancer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
539,Nationalist dancer,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
540,Waiter,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
541,Community manager,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
542,Early childhood TCH.,0,1,1,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
543,Natalia jimenez,1,1,17803,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
544,Escritor,1,1,17809,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
545,Rapera,1,1,17838,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
546,Meso soprano,1,1,17848,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
547,Cantante,1,1,17891,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
548,Reggaeton,1,1,17906,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
549,"Reggaetón, romántico, dembow",1,1,17930,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
550,Cantante en duo,1,1,18069,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
551,"Cantante , actor y compositor",1,1,18111,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
552,Soli,1,1,18130,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
553,Medicina,1,1,18152,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
554,Música,1,1,18190,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
555,Compositora,1,1,18190,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
556,Developer,1,1,18195,,2019-05-15 22:09:15.0,2019-05-15 22:09:15.0
