module_skill_id,module_skill_key,module_id,skill_id,order_no,status,created_at,updated_at
120,33f8c032523226ea076ec088721328f7,6,485,0,1,2018-06-11 19:39:27.0,2018-06-11 19:39:27.0
121,ff17ac6217989996d645035db676796f,6,486,0,1,2018-06-11 19:39:27.0,2018-06-11 19:39:27.0
122,fb6d99608e489bb6dfe7a75cef7b8a19,6,487,0,1,2018-06-11 19:39:27.0,2018-06-11 19:39:27.0
123,691a8abc45b82e8f104a423cf070f52e,6,488,0,1,2018-06-11 19:39:27.0,2018-06-11 19:39:27.0
124,8f2dfb44725025ad6ea5918c38da2a32,6,489,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
125,b714eb9e7ea323e2ec71b32870b9455b,6,490,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
126,23408bb7155aeb86b0e259eec24641aa,6,491,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
127,28e30fcfcf6b9cd230c33f4d5f458dae,6,492,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
128,6e13b77f1591779cf35d889f85fceb9b,6,493,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
129,079d2ce6e6f9960bfde94638fbc55039,6,494,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
130,966a7fcda3962edf7f3aa914a4e860e6,6,495,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
131,1a6cd2e50ff81a44932b17310e88f162,6,496,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
132,9a248ee90d3d47c14567948ff22a367e,6,498,0,1,2018-06-11 19:39:28.0,2018-06-11 19:39:28.0
133,d61b1a21de7e47b5d72aa6b6b84b3c51,22,249,0,1,2018-06-11 19:48:40.0,2018-06-11 19:48:40.0
134,8351c566c8823ce31c918fa4199af32c,24,13,0,0,2018-06-11 19:52:58.0,2018-06-26 18:33:29.0
135,7c0c52a6081bb289ef34e704c8a255cf,25,8,0,1,2018-06-11 20:02:49.0,2018-06-11 20:02:49.0
136,8db566324020df8db0a78a0f7fb22f96,26,9,0,1,2018-06-11 20:17:57.0,2018-06-11 20:17:57.0
137,f7dff943ba469d7fd955fee02d61c6cb,27,11,0,1,2018-06-11 20:32:34.0,2018-06-11 20:32:34.0
138,9b059a4c2d45120c897e31f4225dca05,28,14,0,1,2018-06-11 20:46:34.0,2018-06-11 20:46:34.0
139,37a2667204a0cd0f338ed184e27b2067,29,15,0,1,2018-06-11 21:03:56.0,2018-06-11 21:03:56.0
140,66f1da65fcf13cfb5330846260997188,30,16,0,1,2018-06-11 21:19:40.0,2018-06-11 21:19:40.0
141,edb8c8b3b2aa2278cccc87d9e0b94d26,31,19,0,1,2018-06-11 21:32:20.0,2018-06-11 21:32:20.0
142,1665c82e0f0258c3e54ec01b5f131c90,32,50,0,1,2018-06-11 21:40:04.0,2018-06-11 21:40:04.0
143,7e3a46f0c6c204366549c73aa493e046,33,208,0,1,2018-06-12 16:57:30.0,2018-06-12 16:57:30.0
144,ca8f0305927e67e0eb47ebc544bdd209,34,20,0,1,2018-06-12 16:59:24.0,2018-06-12 16:59:24.0
145,cafda022bc76ea9edb853473d50dd693,35,21,0,1,2018-06-12 17:06:23.0,2018-06-12 17:06:23.0
146,b6f25a703060c9b39206d256833deec4,36,95,0,1,2018-06-12 17:14:28.0,2018-06-12 17:14:28.0
147,bbe2cc89a716359e38955c3e3af98d96,37,22,0,1,2018-06-12 17:19:53.0,2018-06-12 17:19:53.0
148,0133952d59b4d2455023ee1ffa5de982,38,27,0,1,2018-06-12 17:30:33.0,2018-06-12 17:30:33.0
149,e09f92c1f76d1e33c3a296d98d8f63ac,39,29,0,1,2018-06-12 17:36:00.0,2018-06-12 17:36:00.0
150,7bf6ee0a5da700832a4df3867194bc43,41,23,0,1,2018-06-12 18:36:06.0,2018-06-12 18:36:06.0
151,a0a8862d726b0a9aa7a5cafcb07cba40,42,25,0,1,2018-06-12 18:59:21.0,2018-06-12 18:59:21.0
152,0509b4b00c4296cf47f0754ac78b1e32,43,26,0,1,2018-06-12 19:09:17.0,2018-06-12 19:09:17.0
153,ae5ff82ee961647fffa8ecc0588f9008,41,26,0,0,2018-06-12 19:13:21.0,2018-06-26 18:10:33.0
154,5d0137784432534d409e879c301cf463,44,28,0,0,2018-06-12 19:15:30.0,2018-11-07 22:20:05.0
155,c7f89fb9228fa0e7f65d04b10805972f,41,34,0,1,2018-06-12 19:23:20.0,2018-06-12 19:23:20.0
156,a2b23c67a3d4288925d1565f683bfba4,46,85,0,1,2018-06-12 19:35:05.0,2018-06-12 19:35:05.0
157,2b074c51aaf4113d5b7d38c746b8a562,47,69,0,0,2018-06-13 16:54:43.0,2018-09-14 20:19:01.0
158,e783b3951014df100b0266369cbbbf14,47,71,0,1,2018-06-13 16:54:43.0,2018-09-14 20:43:26.0
159,1ee0f1d3a3e46a6edc83b4d27cc92f9b,47,117,0,1,2018-06-13 16:54:43.0,2018-09-14 20:43:27.0
160,3de2f98467a7b959f8fe9321fd92dfb5,47,118,0,1,2018-06-13 16:54:43.0,2018-09-14 20:43:27.0
161,c2e2af8b6ea5e365b90a28d16ee5569d,47,119,0,1,2018-06-13 16:54:43.0,2018-09-14 20:43:27.0
162,e470d553a6a6ae7eecdfc7f975b2e40a,47,36,0,1,2018-06-13 16:54:43.0,2018-09-14 20:43:27.0
163,df3b4cd0afde4370c4ffc21e5058ca16,47,70,0,0,2018-06-13 16:56:21.0,2018-09-14 20:19:01.0
164,a48d936d59dc60f982c982e75b48608b,47,72,0,1,2018-06-13 16:56:21.0,2018-09-14 20:43:26.0
165,815ce0690bfa58b4a8a24340b1dd7d31,47,116,0,1,2018-06-13 16:56:21.0,2018-09-14 20:43:26.0
166,8ef4b2e4585b0779f0dbba95723b9d90,48,38,0,1,2018-06-13 16:59:19.0,2018-06-13 16:59:19.0
167,8e334389dd1e7b823b0acc02371c5b9a,49,65,0,1,2018-06-13 17:34:27.0,2018-06-13 17:34:27.0
168,b90015594d309ff8f3c4677983878acc,50,67,0,1,2018-06-13 17:36:03.0,2018-06-13 17:36:03.0
169,d6c5511119f560363e1922e532dc1bee,49,37,0,1,2018-06-13 17:40:06.0,2018-06-13 17:40:06.0
170,6cf346924e498650bd5a992856b91589,51,49,0,1,2018-06-13 17:42:56.0,2018-06-13 17:42:56.0
171,2dd532780e9dcb03fd67bc41799c7110,52,73,0,0,2018-06-13 17:51:22.0,2018-11-07 22:20:30.0
172,624ad7549412a1f94d8ed4b7f3dcf58b,53,53,0,1,2018-06-13 18:01:39.0,2018-06-13 18:01:39.0
173,151657e8e147f84bdce02411d31baecd,54,40,0,1,2018-06-13 18:04:49.0,2018-06-13 18:04:49.0
174,e2dbd8789d9d19e09d30e05b1a0a5785,55,41,0,1,2018-06-13 18:09:57.0,2018-06-13 18:09:57.0
175,4496d8cead3fe748c35021a7d2f3c976,57,42,0,1,2018-06-13 18:22:26.0,2018-06-13 18:22:26.0
176,2fab214cbd3ca279fdacc7ca50969bcb,58,44,0,1,2018-06-13 18:25:22.0,2018-06-13 18:25:22.0
177,a12092504f5618afa37db5d6744836e4,59,45,0,1,2018-06-13 18:33:30.0,2018-06-13 18:33:30.0
178,88b9ffb03d8379d4aa51537da56ee7df,60,46,0,1,2018-06-13 18:40:00.0,2018-06-13 18:40:00.0
179,4bf9b7705f6719f443a3bd84b62b0cef,61,47,0,1,2018-06-13 18:45:52.0,2018-06-13 18:45:52.0
180,2e56c4f0459e7f2e08fae403620de46d,62,48,0,1,2018-06-13 18:57:47.0,2018-06-13 18:57:47.0
181,6eb94a33b29049a942e78e7efa712a5b,64,525,0,1,2018-06-13 19:04:46.0,2018-06-13 19:04:46.0
182,58150752a5a57dd6bb3026b90634f9e0,65,83,0,1,2018-06-13 19:09:41.0,2018-06-13 19:09:41.0
183,6039bf924bc7710fba22436ea2e63c22,66,88,0,1,2018-06-13 19:15:17.0,2018-06-13 19:15:17.0
184,36b82ba363a78332648c85594960ec9a,67,75,0,1,2018-06-13 19:32:40.0,2018-06-13 19:32:40.0
185,37007dd7097db5f97445004256a46b1a,68,76,0,0,2018-06-13 19:38:56.0,2018-06-13 19:48:33.0
186,71b08f9a998b83260efea55191241aba,69,76,0,1,2018-06-13 19:49:50.0,2018-06-13 19:49:50.0
187,ad867b36896925701ffbda8d316fbc48,70,77,0,1,2018-06-13 19:56:04.0,2018-06-13 19:56:04.0
188,0292b01f15f0ecec8b30184d57ee6e05,71,78,0,1,2018-06-13 20:05:32.0,2018-06-13 20:05:32.0
189,afa3657995881e24ad1eae37e244008b,73,79,0,0,2018-06-14 00:22:28.0,2018-09-26 16:43:47.0
190,3fa4a08361e5170a9fbe043b3c9ab673,72,79,0,1,2018-06-14 00:25:32.0,2018-06-14 00:25:32.0
191,d2a35d9050adc402bcc4c633ac38d766,72,80,0,1,2018-06-14 00:25:32.0,2018-06-14 00:25:32.0
192,25952fc5a21dfc636bdd0027b5a819c9,72,81,0,0,2018-06-14 00:25:32.0,2018-06-26 16:54:28.0
193,9a4598d72bf6009de939b84a6d71d967,74,86,0,0,2018-06-14 00:40:03.0,2018-09-13 15:46:44.0
194,051455c8f4540c51d56a37887a4d1a91,74,105,0,0,2018-06-14 00:40:03.0,2018-09-13 15:46:44.0
195,ea215b20312ae7d521409eb47414af86,74,82,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:29.0
196,e332a97989260c28a53920368370d850,74,97,0,0,2018-06-14 00:44:21.0,2018-09-13 15:46:44.0
197,88eb210b5a41a782ca53bce6e35f3fbb,74,98,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:29.0
198,1b2da18575e66036824306b19911815b,74,100,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:29.0
199,bb4d04503324d8928d6b8104caf2ce1c,74,101,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
200,789a778d270da0b5e8aa2d737a82419a,74,102,0,0,2018-06-14 00:44:21.0,2018-09-13 15:46:44.0
201,66bca2c8f1bc5d6e398e77c8aee3c2c5,74,104,0,0,2018-06-14 00:44:21.0,2018-09-13 15:41:10.0
202,e83f73698bc1735b291ca4da50f510c2,74,112,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
203,e83243c35c9d6a9277553adb3d578f8d,74,113,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
204,1a50679bcafc07a85270cab97b9211a9,74,121,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
205,0ac4f33d59ee25f7002ba801f431c8fe,74,122,0,0,2018-06-14 00:44:21.0,2018-09-13 15:46:44.0
206,e0a0b5084ebb9469e3bf7b2a689373f9,74,123,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
207,c96995e323568b8feee62a1335b69531,74,125,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
208,f2879f58f2387096a0c86bb7afbcb01f,74,126,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
209,da7560ab1544cdcd513e5c3c635781ba,74,129,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
210,ee740cd4cb53e33de4c534d86652b51f,74,134,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
211,eae0de04640ada12aeab46a95155c740,74,135,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
212,175caeb21d2c5f28c43c3b623a9045c5,74,136,0,0,2018-06-14 00:44:21.0,2018-09-13 15:46:44.0
213,3d4b0cad776206155d9c75046073a08c,74,137,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
214,3135dfa37fcf51d2af9f8674153c8bb9,74,138,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
215,9052b2b2584171ed747529eb7e842ae8,74,139,0,0,2018-06-14 00:44:21.0,2018-09-12 14:56:30.0
216,682fde7ae56fe26d389a8618df6af3fe,75,97,0,0,2018-06-14 00:53:51.0,2018-09-12 16:29:55.0
217,c50a1dfb30cfed822897e8a50ab047dc,75,104,0,0,2018-06-14 00:53:51.0,2018-09-12 16:29:55.0
218,11bf3cc62e241dc7b3857b2de52e7e7b,76,58,0,1,2018-06-14 00:59:38.0,2018-06-14 00:59:38.0
219,dc2d8baecb6d6c18d9677a7a2253c3d6,77,82,0,1,2018-06-14 02:39:07.0,2018-06-14 02:39:07.0
220,b723019ec7a42b0e0b59872cf59acbd0,19,106,0,1,2018-06-14 02:42:43.0,2018-06-14 02:42:43.0
221,629315e570ad091eadfd4693ecb4dfc5,19,141,0,1,2018-06-14 02:42:43.0,2018-06-14 02:42:43.0
222,3bdb66dedbbad789258f74114f13a8d7,17,106,0,1,2018-06-14 02:44:45.0,2018-06-14 02:44:45.0
223,353359db5e5ab17109054b21bba4b450,17,141,0,1,2018-06-14 02:44:46.0,2018-06-14 02:44:46.0
224,1f5821e58aee929ed4da544cbabd6a0c,14,106,0,1,2018-06-14 02:45:22.0,2018-06-14 02:45:22.0
225,2c431d50a7942db6af318a4f222a8e61,14,141,0,1,2018-06-14 02:45:22.0,2018-06-14 02:45:22.0
226,1c4cb7e92d5db2f1c358835f7ea0e1da,78,106,0,0,2018-06-14 02:52:31.0,2018-09-13 18:57:26.0
227,6574e1225ea9114398d2f94f35317ab9,78,141,0,1,2018-06-14 02:52:31.0,2018-06-14 02:52:31.0
228,6710ed5cfc4085e1506249a46b0d3aad,79,106,0,0,2018-06-14 03:08:33.0,2018-09-26 17:54:21.0
229,6543782ab1ecdafba2f898c88751740c,79,141,0,0,2018-06-14 03:08:33.0,2018-09-26 17:54:21.0
230,2105d433b82e2e67c698fbe2e66212db,80,106,0,1,2018-06-14 03:11:09.0,2018-06-14 03:11:09.0
231,a84ba93779548c71e3a073dfa93bf677,80,141,0,1,2018-06-14 03:11:09.0,2018-06-14 03:11:09.0
232,f95afffce66f069b5645c49560666303,80,107,0,1,2018-06-14 03:15:23.0,2018-06-14 03:15:23.0
233,a50026643a9094ffc056e9f5c7ed0448,80,108,0,1,2018-06-14 03:15:23.0,2018-06-14 03:15:23.0
234,695915962632156b21c5b3a8a7316cf5,80,109,0,1,2018-06-14 03:15:23.0,2018-06-14 03:15:23.0
235,7f8f09fe9633176695c3e05420fc3ddf,81,110,0,1,2018-06-14 03:16:24.0,2018-06-14 03:16:24.0
236,50c9c7639a91581fc8d4f74fdf1dd4ab,82,111,0,1,2018-06-14 03:19:13.0,2018-06-14 03:19:13.0
237,f2b5690e1125fffa66fbcb4f0eb3af39,83,124,0,1,2018-06-14 03:25:18.0,2018-06-14 03:25:18.0
238,be701806d3958dfda07ee96ed4f32b6c,74,128,0,0,2018-06-14 03:34:36.0,2018-09-12 14:56:30.0
239,95b7298df1e146f6938eaaef3efcc775,74,130,0,0,2018-06-14 03:34:36.0,2018-09-12 14:56:30.0
240,fb51d7d2f818243da97235cba0f0dd4a,47,131,0,0,2018-06-14 14:09:03.0,2018-09-14 19:53:41.0
241,05981bbc1b7b1086fb6eff3982567c1e,47,132,0,0,2018-06-14 14:09:03.0,2018-09-14 19:53:41.0
242,c3ec6b44b061d4d22f820b5c5174b584,47,136,0,0,2018-06-14 14:09:03.0,2018-09-14 19:53:41.0
243,4cab48fc1f5e6e91ed589fe89576a6fc,47,137,0,0,2018-06-14 14:09:03.0,2018-09-14 20:43:26.0
244,7f61c6e124dd40aa9e7c13b809840799,47,138,0,0,2018-06-14 14:09:03.0,2018-09-14 19:53:41.0
245,75750d203689d8fd70584a361b618604,83,206,0,0,2018-06-14 14:12:22.0,2018-06-14 14:17:58.0
246,40331eedbecfc0027db1d3cbd425df89,84,206,0,0,2018-06-14 14:19:46.0,2018-06-14 14:20:12.0
247,fc9150a805108a18721e863ee29e59f6,84,128,0,1,2018-06-14 14:20:12.0,2018-06-14 14:20:12.0
248,9333e1cdc805c7601c71d872b575eb02,84,130,0,1,2018-06-14 14:20:12.0,2018-06-14 14:20:12.0
249,dd33883e2acf59df76f139654fdfacb7,85,206,0,1,2018-06-14 14:20:42.0,2018-06-14 14:20:42.0
250,0b96bfd529c1dc8badb25c49a3c1e559,86,28,0,1,2018-06-14 14:32:44.0,2018-06-14 14:32:44.0
251,db4f19a0a60f14ee9c5377b39ddc2ad8,87,526,0,1,2018-06-14 14:47:52.0,2018-06-14 14:47:52.0
252,3c510727800f4148379573fadf84f995,88,529,0,0,2018-06-14 14:55:15.0,2018-09-25 15:24:28.0
253,020723501b0b51036e1a03b728b9cc83,89,209,0,1,2018-06-14 15:02:02.0,2018-06-14 15:02:02.0
254,98b35721d5b240a440578fbc60267124,90,209,0,0,2018-06-14 15:09:23.0,2018-09-19 19:12:55.0
255,f02f96cbcfbc633b3b3c6f1bc171c8bc,90,482,0,0,2018-06-14 15:09:23.0,2018-09-20 18:17:56.0
256,d77eadba8591ca43b54b62229b3e99cf,90,484,0,0,2018-06-14 15:09:23.0,2018-09-19 20:20:54.0
257,0c501ebef2e1dcd37926e6f1fce97e34,90,485,0,0,2018-06-14 15:09:23.0,2018-09-19 20:26:21.0
258,842f0330949a1bf3d151341b7c204101,90,486,0,0,2018-06-14 15:09:23.0,2018-09-20 18:17:56.0
259,74b9926561faa99f730283f70a491efb,90,487,0,0,2018-06-14 15:09:23.0,2018-09-20 18:17:56.0
260,bc044ea8f372cace54e6eed0a6478548,90,488,0,0,2018-06-14 15:09:23.0,2018-10-10 19:55:29.0
261,4281e8c3ce415cca6fa83b42ec239454,90,491,0,0,2018-06-14 15:09:23.0,2018-09-20 18:17:56.0
262,6099a57eaeffc47415b569dda0016caa,90,496,0,0,2018-06-14 15:09:23.0,2018-10-10 19:55:29.0
263,ebde20bfcf80318685b13f83f1aa647c,90,142,0,0,2018-06-14 15:09:23.0,2018-10-10 19:55:29.0
264,6feb3049756df03432d2a7abcf482914,90,145,0,0,2018-06-14 15:09:23.0,2018-10-10 19:55:29.0
265,db186e9a7a69256c68d6c8997cfd1e33,90,146,0,0,2018-06-14 15:09:24.0,2018-10-10 19:55:29.0
266,45a3570cdc0d847e95cc3c34e2e7f95c,90,147,0,0,2018-06-14 15:09:24.0,2018-10-10 19:55:29.0
267,0ec39b08d1a185892eb2bd1bfef2045b,90,148,0,0,2018-06-14 15:09:24.0,2018-10-10 19:55:29.0
268,b90a019011e530faf2fb20b5f8ebe09e,90,149,0,0,2018-06-14 15:09:24.0,2018-10-10 19:55:29.0
269,9fa47ee24dbe357b705f6c7b84bf63ab,91,482,0,1,2018-06-14 15:12:31.0,2018-06-14 15:12:31.0
270,f3e10083abf81a8f1c8afc34af1c9a7f,91,491,0,1,2018-06-14 15:12:31.0,2018-06-14 15:12:31.0
271,7408d6bbe3e29fe6220443b67b123778,91,143,0,1,2018-06-14 15:12:31.0,2018-06-14 15:12:31.0
272,e67732e6c76e9eaa2d416dd830db252a,92,529,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
273,15cd0f1f6398e52fa31b39f25e2b03e6,92,142,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
274,f4ddeecf0a6f7ca295da25acfe916b80,92,143,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
275,07fcdf8a5ae6adcceccae1a120153728,92,144,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
276,44299ffa22c6d6fbca6fd5f968898dc5,92,145,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
277,c1eaaeb9e9156ae71cb1a408b7228f2e,92,146,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
278,effce8d50365736b9ba98c14d4f348e6,92,147,0,1,2018-06-14 15:17:16.0,2018-06-14 15:17:16.0
279,994f76c691b74a4998c498cb47d15ef2,92,148,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
280,d5b6c5f81a322079de471ab258aaa69b,92,149,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
281,9b9e9d4fe0f891969d28f19876d4c986,92,150,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
282,96016356c00954d0a956582fc5077bd6,92,154,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
283,eefb8e07ab9e0d3d82b038e9d9ac386e,92,155,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
284,b5df79aa4238553cbb08a0a91e118194,92,156,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
285,dceba5d8f1f345e7521e1acc15ddd808,92,157,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
286,d1d3b43c7a24ce41d99e673a3b1bb0c8,92,158,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
287,d91371531ff5ef81ecfb6db092b8d9f4,92,207,0,1,2018-06-14 15:17:17.0,2018-06-14 15:17:17.0
288,459d98b6e1852f3e956d5912b7dca3cd,93,483,0,1,2018-06-14 15:23:59.0,2018-06-14 15:23:59.0
289,c3e1b82e4e392320fb18d769cbdf4b2a,93,144,0,1,2018-06-14 15:23:59.0,2018-06-14 15:23:59.0
290,b40b424d7f0ccecc3df4358d00884e69,94,484,0,1,2018-06-14 15:28:10.0,2018-06-14 15:28:10.0
291,f3d97aadc7e0204c76f3a8f89a662e26,95,484,0,0,2018-06-14 15:35:34.0,2018-06-14 15:37:06.0
292,5557f940eafb6cf7cb62e3eab70bcd75,95,485,0,1,2018-06-14 15:37:06.0,2018-06-14 15:37:06.0
293,bef09032eff809ea536fb6a78a79c759,96,486,0,1,2018-06-14 15:43:26.0,2018-06-14 15:43:26.0
294,2fc3e3f639f1cdc70d92213bc351b48c,96,146,0,1,2018-06-14 15:43:26.0,2018-06-14 15:43:26.0
295,2b222dda87112b26e36fc91e47232b63,97,487,0,1,2018-06-14 15:46:48.0,2018-06-14 15:46:48.0
296,2f03307dc48bcf5cc25bff2239732734,98,488,0,1,2018-06-14 15:53:33.0,2018-06-14 15:53:33.0
297,38298ac0b239b0d2a347615c46536c6a,98,149,0,1,2018-06-14 15:53:33.0,2018-09-26 16:35:58.0
298,a3b9202b13bbf8a2f902b94268ff541c,99,489,0,1,2018-06-14 15:56:49.0,2018-06-14 15:56:49.0
299,ece846aa7933a4db64b2297f4f44e677,99,156,0,1,2018-06-14 15:56:49.0,2018-06-14 15:56:49.0
300,59b2207e8242bae374e2603081a93698,100,490,0,1,2018-06-14 16:03:10.0,2018-06-14 16:03:10.0
301,67a56baadcb0143eb7d813b7342b4963,100,155,0,1,2018-06-14 16:03:10.0,2018-06-14 16:03:10.0
302,9b60bc364f98ddd7b34936184f40c2dc,101,492,0,0,2018-06-14 16:06:21.0,2018-10-12 17:26:25.0
303,4af00d62ccc848cf5ac0d07aa5a186b2,101,151,0,0,2018-06-14 16:06:21.0,2018-10-12 17:26:25.0
304,f61d5ee0dc2f940aabec875d70f1df06,102,493,0,1,2018-06-14 16:09:39.0,2018-06-14 16:09:39.0
305,dc4be58bf06253072680197c0d65103b,102,207,0,1,2018-06-14 16:09:39.0,2018-06-14 16:09:39.0
306,a6c8d8f568115fa913444b28a1279b2c,103,494,0,1,2018-06-14 16:14:46.0,2018-06-14 16:14:46.0
307,c4799c4f71479b3e51313d4159a7ba89,103,495,0,1,2018-06-14 16:14:46.0,2018-06-14 16:14:46.0
308,59dbe7c80f063a0034849faf34b91c9a,104,498,0,1,2018-06-14 16:29:13.0,2018-06-14 16:29:13.0
309,32d293aa58837053365fedf93e2ccbfd,92,528,0,0,2018-06-14 16:31:32.0,2018-09-19 18:47:32.0
310,bf7d3d1505b284e34646dbcc89222448,92,151,0,1,2018-06-14 16:31:32.0,2018-06-14 16:31:32.0
311,304e6f40dfee0b1992f451f62479b8f7,92,153,0,1,2018-06-14 16:31:32.0,2018-06-14 16:31:32.0
312,2e7819489a8911a2110fd4edda199c0e,106,160,0,1,2018-06-14 16:49:45.0,2018-06-14 16:49:45.0
313,4bc2681e90cc230fccece6ed20b29be9,107,179,0,1,2018-06-14 17:01:02.0,2018-06-14 17:01:02.0
314,da40eedd4f95d0377b3793ca6ad77959,108,180,0,1,2018-06-14 17:06:39.0,2018-06-14 17:06:39.0
315,07ed6b24c3f284ef1d4bb4b06cf41420,120,64,0,1,2018-06-15 17:43:47.0,2018-06-15 17:43:47.0
316,ed2bc413aa2e44a76b8028eb76594f4f,121,66,0,1,2018-06-15 17:44:13.0,2018-06-15 17:44:13.0
317,aaf033fc829371aefeadddb223323ffd,122,184,0,1,2018-06-15 17:49:17.0,2018-06-15 17:49:17.0
318,49b39128df4dbbc7b0d94444af02be69,123,185,0,1,2018-06-15 18:01:32.0,2018-06-15 18:01:32.0
319,c812f1fe2997bf07c4375b285991b5b5,124,186,0,0,2018-06-15 18:04:16.0,2018-10-09 19:12:59.0
320,c006a3f839fc834ce7581270a4fbfaa2,125,187,0,1,2018-06-15 18:07:39.0,2018-06-15 18:07:39.0
321,4fcbc125d9d0d1c725af26c7f96af994,126,188,0,1,2018-06-15 18:26:25.0,2018-06-15 18:26:25.0
322,83011e245ba03bc4e38183d5bd727e3d,127,189,0,1,2018-06-15 18:33:02.0,2018-06-15 18:33:02.0
323,fc509c71cc2630b36452cdf64d1be9ce,128,190,0,1,2018-06-15 18:40:13.0,2018-06-15 18:40:13.0
324,69e47fe6d35d1a1806296908f0ae7d8a,129,203,0,1,2018-06-15 18:46:42.0,2018-06-15 18:46:42.0
325,0594ceb18709d73a1c3771230ea23d2c,130,205,0,1,2018-06-15 18:48:00.0,2018-06-15 18:48:00.0
326,ea6fd7674ca0e171b9bc4f78359a5971,132,191,0,1,2018-06-15 19:05:29.0,2018-06-15 19:05:29.0
327,25f3612744446f819565894944e16a31,133,192,0,1,2018-06-15 19:13:57.0,2018-06-15 19:13:57.0
328,4f8c3613bf8baf1061325e3c2ba44f97,134,193,0,1,2018-06-15 19:23:08.0,2018-06-15 19:23:08.0
329,ae36ae01d658d45b5579bf83a69b4ee0,135,194,0,1,2018-06-15 19:34:40.0,2018-06-15 19:34:40.0
330,605e914210c248fa91b26ab5347e26cf,136,195,0,1,2018-06-15 19:40:30.0,2018-06-15 19:40:30.0
331,2c2a7a5d0fa211ab05f786b10b18e0d0,136,196,0,1,2018-06-15 19:40:30.0,2018-06-15 19:40:30.0
332,1ad52a19c02e70ad45e20f1638abc1a0,137,198,0,1,2018-06-15 19:44:16.0,2018-06-15 19:44:16.0
333,2d204573e8458ac6c949b694b2acbd59,152,252,0,1,2018-06-18 17:42:53.0,2018-06-18 17:42:53.0
334,834adc51e369ef434c7dfeaa153e9667,153,253,0,1,2018-06-18 17:47:57.0,2018-06-18 17:47:57.0
335,fe4c9806aae0c88b45c1cfecfaa5aa64,154,256,0,1,2018-06-18 17:55:37.0,2018-06-18 17:55:37.0
336,72eec7ea12b4a3371018079a4aa22f3c,155,256,0,0,2018-06-18 18:06:56.0,2018-10-09 16:49:49.0
337,18d3c0b04f271ad88f951afacf41ed79,157,257,0,1,2018-06-18 18:25:05.0,2018-06-18 18:25:05.0
338,62ad4392f234c7b01fee28d461fb4e92,158,254,0,1,2018-06-18 18:33:09.0,2018-06-18 18:33:09.0
339,b29d58c01f171f2583e98626abd2a295,159,255,0,1,2018-06-18 18:43:53.0,2018-06-18 18:43:53.0
340,128e167d414fe9de499bfb741cc5dba5,160,255,0,0,2018-06-18 18:46:24.0,2018-10-09 14:54:53.0
341,bea86547f82180feb68d6ebfb13fca36,161,262,0,0,2018-06-18 18:47:47.0,2018-06-22 18:22:54.0
342,4a94ecad8ed28e7aedc8cd33f5a36420,161,263,0,1,2018-06-18 18:47:47.0,2018-06-18 18:47:47.0
343,2a1f100c18c06a3d9cc5f27e94f1a8a3,162,264,0,0,2018-06-18 18:57:38.0,2018-06-18 19:11:09.0
