skills_id,skills_key,linked_type,title,level,order_no,status,user_id,lifework_id,is_custom,created_at,updated_at
117,b474060d436ce027b2f006dd13ae7b98,3,"{""en"": ""Sound designer"", ""es"": ""Diseñador de sonido""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",434,1,0,0,0,2017-11-17 14:32:19.0,2018-09-27 16:41:26.0
118,4bbcc4315fee9c2974659a2e787b1bfd,3,"{""en"": ""Sound editor"", ""es"": ""Editor de sonido""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",435,1,0,0,0,2017-11-17 14:34:30.0,2018-09-27 16:41:26.0
119,98b5fd644fb19c26d3645c4f0220b689,3,"{""en"": ""Foley"", ""es"": ""Efecto de sala""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",436,1,0,0,0,2017-11-17 14:35:36.0,2018-09-27 16:41:26.0
120,87a965f67851eb3c4277cfab7cbc2bca,3,"{""en"": ""Boom operator"", ""es"": ""Operador de micrófono""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",437,1,0,0,0,2017-11-17 14:40:02.0,2018-09-27 16:41:26.0
121,1f08d9cf0fefcbce4c7dc0ff2bafb971,3,"{""en"": ""Production designer"", ""es"": ""Diseñador de producción""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",438,1,0,0,0,2017-11-17 14:41:52.0,2018-09-27 16:41:26.0
122,43f2e8d7375d47a248791be1f95cb002,3,"{""en"": ""Art director"", ""es"": ""Director de arte""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",439,1,0,0,0,2017-11-17 14:43:15.0,2018-09-27 16:41:26.0
123,7f90af8570999f110b3b0d94e9f0f4fc,3,"{""en"": ""Set designer"", ""es"": ""Diseñador de escenario""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",440,1,0,0,0,2017-11-17 14:44:51.0,2018-09-27 16:41:26.0
124,90b99f5afbdfee0ffe8b687db6bac89a,3,"{""en"": ""Illustrator"", ""es"": ""Ilustrador""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",441,1,0,0,0,2017-11-17 14:45:27.0,2018-09-27 16:41:26.0
125,fda1d0ff6e212d5eff9fe964920c37ce,3,"{""en"": ""Set decorator"", ""es"": ""Decorador de escenario""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",442,1,0,0,0,2017-11-17 14:46:21.0,2018-09-27 16:41:26.0
126,f373ff42b8256b44877a601f15e698fe,3,"{""en"": ""Property master"", ""es"": ""Utilero""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",443,1,0,0,0,2017-11-17 14:47:41.0,2018-09-27 16:41:26.0
127,ebf0d7fe82a73ff26b55a0b9ee9259a6,3,"{""en"": ""Weapons master"", ""es"": ""Especialista en armas""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",444,1,0,0,0,2017-11-17 14:50:16.0,2018-09-27 16:41:26.0
128,4f8aa1cf7588832bb0e611a0b2ab0948,3,"{""en"": ""Costume designer"", ""es"": ""Diseñador de vestuario""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",445,1,0,0,0,2017-11-17 14:51:22.0,2018-09-27 16:41:26.0
129,4103de1c8ea0199bdfa6970f26d09800,3,"{""en"": ""Lighting designer"", ""es"": ""Luminotécnico""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",446,1,0,0,0,2017-11-17 14:53:56.0,2018-09-27 16:41:26.0
130,866efc14c1776faf4dcbed55aa368d9e,3,"{""en"": ""Costume supervisor"", ""es"": ""Supervisor de vestuario""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",447,1,0,0,0,2017-11-17 14:55:37.0,2018-09-27 16:41:26.0
131,d7ea1ae32cbb0cfc4c640a57eb6a9670,3,"{""en"": ""Special effects supervisor"", ""es"": ""Supervisor de efectos especiales""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",448,1,0,0,0,2017-11-17 15:00:28.0,2018-09-27 16:41:26.0
132,5bf8c7b18f088b0f7e3da889d5a77e27,3,"{""en"": ""Special effects assistant"", ""es"": ""Asistente de efectos especiales""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",449,1,0,0,0,2017-11-17 15:01:11.0,2018-09-27 16:41:26.0
133,94233c43ed89099ea8e9322f91e4a4e3,3,"{""en"": ""Stunt coordinator"", ""es"": ""Coordinador de dobles""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",450,1,0,0,0,2017-11-17 15:01:47.0,2018-09-27 16:41:26.0
134,6a373893ac7f04140a31a8a0d2268a07,3,"{""en"": ""Film editor"", ""es"": ""Editor de cine""}","{""en"": {""1"": "" Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",451,1,0,0,0,2017-11-17 15:03:15.0,2018-09-27 16:41:26.0
135,a2e36b5fc6188007341758f537ed014b,3,"{""en"": ""Colorist"", ""es"": ""Colorista""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",452,1,0,0,0,2017-11-17 15:05:07.0,2018-09-27 16:41:26.0
136,9169d4af16ae184ad14119163aed61c5,3,"{""en"": ""VFX creative director"", ""es"": ""Director de efectos visual""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",453,1,0,0,0,2017-11-17 15:06:33.0,2018-09-27 21:03:20.0
137,5a11b6352edd8a03a41e64e1e8584f34,3,"{""en"": ""VFX supervisor"", ""es"": ""Supervisor de efectos visuales""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",454,1,0,0,0,2017-11-17 15:06:34.0,2018-09-27 16:41:26.0
138,2cb9cc4a4cfe37e1e5f03adc50e75723,3,"{""en"": ""VFX editor"", ""es"": ""Editor de efectos visuales""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",455,1,0,0,0,2017-11-17 15:09:06.0,2018-09-27 21:02:56.0
139,d4c4b60606e5c169506165fb8e8b0a80,3,"{""en"": ""Dialogue editor"", ""es"": ""Editor de dialogos""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",456,1,0,0,0,2017-11-17 15:10:51.0,2018-09-27 16:41:26.0
140,7b451440540e669faa6e5c0bc7de56f3,3,"{""en"": ""Music supervisor"", ""es"": ""Supervisor musical""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",457,1,0,0,0,2017-11-17 15:10:52.0,2018-09-27 16:41:26.0
141,39c4d8e9d0ca683f7ea74694267ee92d,3,"{""en"": ""Photographer"", ""es"": ""Fotógrafo""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Intermedio (3 a 5 años)""}}",458,1,0,0,0,2017-11-17 17:00:40.0,2018-09-27 16:41:26.0
142,6bfbc104aa97040626c6b3f5fc68372d,3,"{""en"": ""Soccer coach"", ""es"": ""Entrenador de fútbol""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",459,1,0,0,0,2017-11-17 17:53:45.0,2018-09-27 16:41:26.0
143,53c597610c534d21115e8f9fbd233be5,3,"{""en"": ""Martial arts coach"", ""es"": ""Entrenador de artes marciales""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",460,1,0,0,0,2017-11-17 17:56:04.0,2018-09-27 16:41:26.0
144,b1bf5155def327f61cc184d115c27e8f,3,"{""en"": ""Swim coach"", ""es"": ""Entrenador de natación""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Beginnger (1 to 2 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",461,1,0,0,0,2017-11-17 17:57:29.0,2018-09-27 16:41:26.0
145,25f65520c14842457699e5d15a51e1cf,3,"{""en"": ""Baseball coach"", ""es"": ""Entrenador de béisbol""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Beginnger (1 to 2 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",462,1,0,0,0,2017-11-17 18:01:11.0,2018-09-27 16:41:26.0
146,4f219a717ba9890e46b33deaff603cd3,3,"{""en"": ""Volleyball coach"", ""es"": ""Entrenador de volibol""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",463,1,0,0,0,2017-11-17 18:03:29.0,2018-09-27 16:41:26.0
147,42469d66c417b8e7e6897c68d6aafa4e,3,"{""en"": ""Basketball coach"", ""es"": ""Entrenador de baloncesto""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",464,1,0,0,0,2017-11-17 18:11:12.0,2018-09-27 16:41:26.0
148,44c6ab20c0eac0f3a2210f83c530bad4,3,"{""en"": ""Football coach"", ""es"": ""Entrenador de fútbol americano""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",465,1,0,0,0,2017-11-17 18:16:36.0,2018-09-27 16:41:26.0
149,0443242761944c9fdd61251cfdd71d4d,3,"{""en"": ""Hockey coach"", ""es"": ""Entrenador de hockey""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",466,1,0,0,0,2017-11-17 18:20:17.0,2018-09-27 16:41:26.0
150,46dda44109b5305c67c14dc4e30d7860,3,"{""en"": ""Personal trainer"", ""es"": ""Entrenador personal""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",467,1,0,0,0,2017-11-17 18:22:51.0,2018-09-27 16:41:26.0
151,d907529feb2e9472c8ffbb4f281e204f,3,"{""en"": ""Athletic trainer"", ""es"": ""Entrenador atlético""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",468,1,0,0,0,2017-11-17 18:24:08.0,2018-09-27 16:41:27.0
153,38b145d7a0e67c0332db559033bbf2a2,3,"{""en"": ""Physiotherapist"", ""es"": ""Fisioterapeuta""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",469,1,0,0,0,2017-11-17 18:25:43.0,2018-09-27 16:41:27.0
154,421d8dbcf1ce6631523d06e7f28acbf9,3,"{""en"": ""Yoga instuctor"", ""es"": ""Instructor de yoga""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",470,1,0,0,0,2017-11-17 18:25:44.0,2018-09-27 16:41:27.0
155,6a045c12e1c31ad5d2a6ff72d624c66b,3,"{""en"": ""Skating coach"", ""es"": ""Entrenador de patinaje""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",471,1,0,0,0,2017-11-17 18:33:47.0,2018-09-27 16:41:27.0
156,00aa64ab8bffd6ed1226f6bcce8684d4,3,"{""en"": ""Gymnastics coach"", ""es"": ""Entrenador de gimnasia""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",472,1,0,0,0,2017-11-17 18:35:48.0,2018-09-27 16:41:27.0
157,9440df25fe073c3d79ebe74c5efb4fcb,3,"{""en"": ""Parkour coach"", ""es"": ""Entrenador de parkour""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Intermediate (3 to 5 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",473,1,0,0,0,2017-11-17 18:51:25.0,2018-09-27 16:41:27.0
158,f49d0c12b4208f295de01c87bc3e4705,3,"{""en"": ""Freerunning coach"", ""es"": ""Entrenador de freeruning""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8 + años)""}}",474,1,0,0,0,2017-11-17 18:54:56.0,2018-09-27 16:41:27.0
159,0b0ef7e92dc2f0a8b7d664db5ccdd7b8,3,"{""en"": ""Arcade game player"", ""es"": ""Jugador de Arcade""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",475,1,0,0,0,2017-11-17 19:08:18.0,2018-09-27 16:41:27.0
160,71b5cd5d9e2e8fba0e9a0488ab49a870,3,"{""en"": ""Video games"", ""es"": ""Videojuegos""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 a 8 años)"", ""5"": ""Profesional (8+ años)""}}",476,1,0,0,0,2017-11-17 19:10:53.0,2018-09-27 16:41:27.0
