skills_id,skills_key,linked_type,title,level,order_no,status,user_id,lifework_id,is_custom,created_at,updated_at
387,66857a901d38ac3386b315f917d62bd8,3,"{""en"": ""Off West End theatre"", ""es"": ""Fuera del West End""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",230,0,0,0,0,2018-04-10 15:31:24.0,2018-10-10 19:51:06.0
388,dbac583083dbb6398e5f44697a096a96,3,"{""en"": ""Summer stock theatre"", ""es"": ""Teatro stock de verano""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",231,0,0,0,0,2018-04-10 15:41:58.0,2018-10-10 19:51:06.0
389,7e1e1a00ac398f61a6e7cf9d4922dd6a,3,"{""en"": ""Children's theater"", ""es"": ""Teatro para niños""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",232,1,0,0,0,2018-04-10 15:41:59.0,2018-10-10 19:51:06.0
390,61e2ca965cfd07a98bcfabcea30d7164,3,"{""en"": ""Event promoter"", ""es"": ""Promotor(a) de eventos""}","{""en"": {""1"": ""Aspirant"", ""2"": ""Beginnger (1 to 2 yrs)"", ""3"": ""Intermediate (3 to 5 yrs)"", ""4"": ""Expert (5 to 8 yrs)"", ""5"": ""Professional (8+ yrs)""}, ""es"": {""1"": ""Aspirante"", ""2"": ""Principiante (1 a 2 años)"", ""3"": ""Intermedio (3 a 5 años)"", ""4"": ""Experto (5 to 8 años)"", ""5"": ""Profesional (8+ años)""}}",50,1,0,0,0,2018-04-10 15:41:59.0,2018-09-27 16:43:55.0
391,3f9bdfb92f46e056ed54cda3f0c5d7ff,3,"{""en"": ""Vanity gallery"", ""es"": ""Galería de vanidades""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",233,0,0,0,0,2018-04-10 15:49:11.0,2018-10-11 19:25:54.0
392,be812dfedaac18ca832bb6bac5afb3ce,3,"{""en"": ""Contemporary art gallery"", ""es"": ""Galería de arte contemporáneo""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",234,0,0,0,0,2018-04-10 15:49:11.0,2018-10-11 19:25:56.0
393,6e211195bf7e155787aba7f1f5a01f79,3,"{""en"": ""University art gallery"", ""es"": ""Galería de arte universitaria""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",235,0,0,0,0,2018-04-10 15:52:36.0,2018-10-11 19:25:52.0
394,ded4f2211a90dd7b223d0dd4038a63fd,3,"{""en"": ""Private collections"", ""es"": ""Colecciones privadas""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}}",236,0,0,0,0,2018-04-10 15:54:34.0,2018-10-11 19:28:01.0
395,2bfe16d43dcf458fca1b565752927394,3,"{""en"": ""Public gallery"", ""es"": ""Galería pública""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",237,0,0,0,0,2018-04-10 15:56:01.0,2018-10-11 19:27:52.0
396,916901b20635ecc8f87436b06c6cd399,3,"{""en"": ""Art museum"", ""es"": ""Museo de arte""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",238,1,0,0,0,2018-04-10 16:10:50.0,2018-10-10 19:51:06.0
397,13802452715a4814d97085ade0928827,3,"{""en"": ""Natural history museum"", ""es"": ""Museo de historia natural""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",239,1,0,0,0,2018-04-10 16:15:39.0,2018-10-10 19:51:06.0
398,1294d1ffc333f8efb68ba296df728e63,3,"{""en"": ""Archaeology museum"", ""es"": ""Museo de arqueología""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",240,0,0,0,0,2018-04-10 16:17:44.0,2018-10-11 19:49:08.0
399,1a849aff563b6311d682d6267733bd65,3,"{""en"": ""Monographic Museum"", ""es"": ""Museo de monográfico""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",241,0,0,0,0,2018-04-10 16:20:19.0,2018-10-11 19:54:32.0
400,e98823b02fbeb101df787d3dca49a037,3,"{""en"": ""History Museum"", ""es"": ""Museo de historia""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",242,1,0,0,0,2018-04-10 16:21:57.0,2018-10-10 19:51:06.0
401,97899fe903521a8ace7e1c0acc8a93c7,3,"{""en"": ""Science & technology museum"", ""es"": ""Museo de ciencia y técnica""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",243,1,0,0,0,2018-04-10 16:23:39.0,2018-10-10 19:51:06.0
402,0d3e1c482238b37920f21d3e1e0891a2,3,"{""en"": ""Ecomuseum"", ""es"": ""Ecomuseo""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",244,1,0,0,0,2018-04-10 16:24:51.0,2018-10-11 20:05:19.0
403,401b6e13992491767963503de1ae5985,3,"{""en"": ""Carpentry"", ""es"": ""Carpintería""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",245,1,0,0,0,2018-04-10 16:31:32.0,2018-10-10 19:51:06.0
404,66a3eb69374467c5310a73d3d99a3d55,3,"{""en"": ""Interior design"", ""es"": ""Diseño de interiores""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",246,1,0,0,0,2018-04-10 16:32:09.0,2018-10-10 19:51:06.0
405,8e76a9754229c25060e4b922fe57f6c7,3,"{""en"": ""Land preparation"", ""es"": ""Land preparation""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}}",247,0,0,0,0,2018-04-10 16:32:09.0,2018-10-11 20:13:59.0
406,ede8862910a9e97be46a7859142c0a2d,3,"{""en"": ""Urbanization"", ""es"": ""Urbanización""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",248,1,0,0,0,2018-04-10 16:32:10.0,2018-10-10 19:51:06.0
407,9d25ba57ddf1cf87580675880553efc5,3,"{""en"": ""Paints & other finishes"", ""es"": ""Pinturas y otros acabados""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",249,1,0,0,0,2018-04-10 16:32:10.0,2018-10-10 19:51:06.0
408,6bf42ca509eea54c2f7e61afe7d755ef,3,"{""en"": ""Brasserie & bistro"", ""es"": ""Brasserie y bistro""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",250,1,0,0,0,2018-04-10 16:58:56.0,2018-10-10 19:51:06.0
409,9a5ad5107d4084605a52b6333658338e,3,"{""en"": ""Cafeteria"", ""es"": ""Cafetería""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",251,1,0,0,0,2018-04-10 17:00:49.0,2018-10-10 19:51:06.0
410,ba12cab294e32bf4737f24f86ff4615e,3,"{""en"": ""Café"", ""es"": ""Café""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",252,1,0,0,0,2018-04-10 17:00:49.0,2018-10-10 19:51:06.0
411,ee47e60cff84cba92ab235d95d04fb4d,3,"{""en"": ""Barbecue"", ""es"": ""Barbacoa""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",253,1,0,0,0,2018-04-10 17:00:49.0,2018-10-10 19:51:06.0
412,8d18663bbea6a329e9d1f2b0f465e044,3,"{""en"": ""Destination restaurant"", ""es"": ""Restaurante de destino""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",254,1,0,0,0,2018-04-10 17:00:50.0,2018-10-10 19:51:06.0
413,abbea4c809e2902d01c806c992abdf97,3,"{""en"": ""Coffeehouse"", ""es"": ""Coffeehouse""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",255,1,0,0,0,2018-04-10 17:00:50.0,2018-10-10 19:51:06.0
414,9f67bf2fddcd48596773df6ea269e59e,3,"{""en"": ""Tabletop cooking"", ""es"": ""Cocina sobre mesa""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",256,1,0,0,0,2018-04-10 17:10:13.0,2018-10-12 16:23:33.0
415,53fb7a772aa124ca4c24aa902611245b,3,"{""en"": ""Lounge bar"", ""es"": ""Lounge bar""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",257,1,0,0,0,2018-04-10 17:10:14.0,2018-10-10 19:51:07.0
416,c2d6a896bd7a998325de6a3c400821b6,3,"{""en"": ""Teppanyaki-style"", ""es"": ""Estilo Teppanyaki""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",258,1,0,0,0,2018-04-10 17:10:14.0,2018-10-10 19:51:07.0
417,20854bccbcb46280ea3bbb50629ab5b9,3,"{""en"": ""Mongolian barbecue"", ""es"": ""Barbacoa Mongola""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",259,0,0,0,0,2018-04-10 17:10:14.0,2018-10-12 15:48:51.0
418,9d83c9a2159bc08379ee88935ea2f934,3,"{""en"": ""Beer bar"", ""es"": ""Bar de cervezas""}","{""en"": {""1"": ""Aspirant"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",260,1,0,0,0,2018-04-10 17:16:49.0,2018-10-10 19:51:07.0
419,7e57f52e761ca7df5bdb97fea29b11c2,3,"{""en"": ""Wine bar"", ""es"": ""Bar de vinos""}","{""en"": {""1"": ""Aspirant"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",261,1,0,0,0,2018-04-10 17:16:49.0,2018-10-10 19:51:07.0
420,39eaae2d3eed0b37b9dc49d17ec03000,3,"{""en"": ""Traditional bar"", ""es"": ""Bar tradicional""}","{""en"": {""1"": ""Aspirant"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",262,1,0,0,0,2018-04-10 17:16:49.0,2018-10-10 19:51:07.0
421,a8aa0c9c7813f9add6a05fc1728a64be,3,"{""en"": ""Karaoke bar"", ""es"": ""Bar karaoke""}","{""en"": {""1"": ""Aspirant"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",263,1,0,0,0,2018-04-10 17:16:50.0,2018-10-10 19:51:07.0
422,be8cc2a626d810202eba1e9c362980d4,3,"{""en"": ""Bar & grill "", ""es"": ""Bar y parrilla""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",264,1,0,0,0,2018-04-10 17:20:36.0,2018-10-10 19:51:07.0
423,2a154a3ee90a8bc8682906e588b2cdcd,3,"{""en"": ""Non-alcoholic bar"", ""es"": ""Bar no alcohólico""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",265,1,0,0,0,2018-04-10 17:20:36.0,2018-10-10 19:51:07.0
424,ca60f71901bfbb595e4665853e0ad035,3,"{""en"": ""Disco bar"", ""es"": ""Bar discoteca""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",266,1,0,0,0,2018-04-10 17:20:36.0,2018-10-10 19:51:07.0
425,84db1dd677d348ee66151d34bc6afc2d,3,"{""en"": ""Comedy bar"", ""es"": ""Bar de comedia""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",267,1,0,0,0,2018-04-10 17:20:37.0,2018-10-10 19:51:07.0
426,a8e483e3949a1cbedfb562e61f507ee0,3,"{""en"": ""Urban winery"", ""es"": ""Bodega urbana""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",268,1,0,0,0,2018-04-10 17:28:54.0,2018-10-10 19:51:07.0
427,9ac57c0a55691057b8b945176975bbab,3,"{""en"": ""Farm winery"", ""es"": ""Bodega de granja""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",269,1,0,0,0,2018-04-10 17:28:54.0,2018-10-10 19:51:07.0
428,03f12a095914621f7c3bf6ba3c5f3f07,3,"{""en"": ""Micro-winery"", ""es"": ""Micro-bodega""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 7 to 9 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",270,1,0,0,0,2018-04-10 17:28:55.0,2018-10-10 19:51:07.0
429,6cbb626dfc87a6f6e7cb84963277e7da,3,"{""en"": ""Brewpub"", ""es"": ""Brewpub""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 3 to 6 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",271,1,0,0,0,2018-04-10 17:33:14.0,2018-10-10 19:51:07.0
430,1814860b780418cc438a3d943bc6bb01,3,"{""en"": ""Microbrewery"", ""es"": ""Microcervecería""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 3 to 6 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",272,1,0,0,0,2018-04-10 17:33:14.0,2018-10-10 19:51:07.0
431,e20a8d7398ef49492be532d30d655408,3,"{""en"": ""Macrobrewery"", ""es"": ""Macrocervecería""}","{""en"": {""1"": ""From 1 to 2 yrs of experience"", ""2"": ""From 3 to 6 yrs of experience"", ""3"": ""From 3 to 6 yrs of experience"", ""4"": ""More than 10 yrs of experience"", ""5"": """"}, ""es"": {""1"": ""De 1 a 2 años de experiencia"", ""2"": ""De 3 a 6 años de experiencia"", ""3"": ""De 7 a 9 años de experiencia"", ""4"": ""Más de 10 años de experiencia"", ""5"": """"}}",273,1,0,0,0,2018-04-10 17:33:15.0,2018-10-10 19:51:07.0
