fields_id,feature_id,fields_value,created_at,updated_at
8,17,"{""en"": ""Fashion"", ""ru"": ""Fashion""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
9,17,"{""en"": ""High fashion"", ""ru"": ""High fashion""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
10,17,"{""en"": ""Body parts"", ""ru"": ""Body parts""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
11,17,"{""en"": ""Real life people"", ""ru"": ""Real life people""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
12,17,"{""en"": ""Plus sized"", ""ru"": ""Plus sized""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
13,17,"{""en"": "" Senior"", ""ru"": "" Senior""}",2017-10-11 18:31:17.0,2017-10-11 18:31:17.0
14,18,"{""en"": "" Senior"", ""ru"": ""senior""}",2017-10-11 18:32:56.0,2017-10-11 18:32:56.0
15,25,"{""en"": ""1"", ""ru"": ""1""}",2017-10-12 11:32:44.0,2017-10-12 11:32:44.0
16,26,"{""en"": ""1"", ""ru"": ""1""}",2017-10-12 15:06:19.0,2017-10-12 15:06:19.0
17,28,"{""en"": ""test checkbox"", ""ru"": ""test checkbox""}",2017-10-12 15:09:27.0,2017-10-12 15:09:27.0
18,30,"{""en"": ""test radio"", ""ru"": ""fadfasd""}",2017-10-12 15:10:19.0,2017-10-12 15:10:19.0
19,36,"{""en"": ""1"", ""ru"": ""1""}",2017-10-12 15:20:46.0,2017-10-12 15:20:46.0
54,39,"{""en"": ""Over 90kg/198Lb"", ""es"": ""90kg/198Lb o más""}",2017-12-03 19:09:42.0,2018-09-10 16:13:03.0
55,39,"{""en"": ""90-86kg/198-189Lb"", ""es"": ""90-86kg/198-189Lb""}",2017-12-03 19:09:42.0,2017-12-03 20:01:34.0
56,39,"{""en"": ""85-82kg/188-181Lb"", ""es"": ""85-82kg/188-181Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
57,39,"{""en"": ""81-78kg/180-171Lb"", ""es"": ""81-78kg/180-171Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
58,39,"{""en"": ""77-74kg/170-163Lb"", ""es"": ""77-74kg/170-163Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
59,39,"{""en"": ""73-70kg/162-154Lb"", ""es"": ""73-70kg/162-154Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
60,39,"{""en"": ""69-66kg/153-145Lb"", ""es"": ""69-66kg/153-145Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
61,39,"{""en"": ""65-62kg/144-137Lb"", ""es"": ""65-62kg/144-137Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
62,39,"{""en"": ""59-56kg/136-123Lb"", ""es"": ""59-56kg/136-123Lb""}",2017-12-03 20:01:33.0,2017-12-03 20:01:33.0
63,39,"{""en"": ""55-52kg/122-114Lb"", ""es"": ""55-52kg/122-114Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
64,39,"{""en"": ""51-49kg/113-108Lb"", ""es"": ""51-49kg/113-108Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
65,39,"{""en"": ""48-45kg/107-99Lb"", ""es"": ""48-45kg/107-99Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
66,39,"{""en"": ""44-41kg/98-90Lb"", ""es"": ""44-41kg/98-90Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
67,39,"{""en"": ""40-37kg/89-81Lb"", ""es"": ""40-37kg/89-81Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
68,39,"{""en"": ""36-33kg/80-73Lb"", ""es"": ""36-33kg/80-73Lb""}",2017-12-03 20:01:34.0,2017-12-03 20:01:34.0
69,39,"{""en"": ""Under 33kg"", ""es"": ""Menos de 33kg/73Lb""}",2017-12-03 20:01:34.0,2018-09-10 16:13:04.0
70,2,"{""en"": ""Black"", ""es"": ""Negro""}",2017-12-03 20:14:09.0,2017-12-13 13:06:35.0
71,2,"{""en"": ""Blue"", ""es"": ""Azul""}",2017-12-03 20:15:20.0,2017-12-13 13:06:35.0
72,2,"{""en"": ""Brown"", ""es"": ""Castaño""}",2017-12-03 20:16:40.0,2017-12-13 13:06:35.0
73,2,"{""en"": ""Dark Brown"", ""es"": ""Castaño oscuro""}",2017-12-03 20:16:40.0,2017-12-13 13:44:07.0
74,2,"{""en"": ""Green"", ""es"": ""Verde""}",2017-12-03 20:16:40.0,2017-12-13 13:44:07.0
75,2,"{""en"": ""Grey"", ""es"": ""Gris""}",2017-12-03 20:16:40.0,2017-12-13 13:44:07.0
76,3,"{""en"": ""Black"", ""es"": ""Negro""}",2017-12-03 20:20:06.0,2017-12-13 13:10:49.0
77,3,"{""en"": ""Brown"", ""es"": ""Castaño""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
78,3,"{""en"": ""Blonde"", ""es"": ""Rubio""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
79,3,"{""en"": ""Auburn"", ""es"": ""Castaño Rojizo""}",2017-12-03 20:24:49.0,2018-04-19 20:12:23.0
80,3,"{""en"": ""Almond"", ""es"": ""Almendra""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
81,3,"{""en"": ""White"", ""es"": ""Blanco""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
82,3,"{""en"": ""Red"", ""es"": ""Rojo""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
83,3,"{""en"": ""Dark Blonde Brown"", ""es"": ""Rubio Oscuro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
84,3,"{""en"": ""Light Brown"", ""es"": ""Castaño Claro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
85,3,"{""en"": ""Jet Black"", ""es"": ""Negro Azabache""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
86,3,"{""en"": ""Grey"", ""es"": ""Canoso""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
87,3,"{""en"": ""Chocolate Brown"", ""es"": ""Chocolate""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
88,3,"{""en"": ""Light Golden Brown"", ""es"": ""Chocolate Dorado Claro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
89,3,"{""en"": ""Medium Ash Brown"", ""es"": ""Castaño Cenizo Mediano""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
90,3,"{""en"": ""Light Blonde"", ""es"": ""Rubio Claro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
91,3,"{""en"": ""Light Golden Blonde"", ""es"": ""Rubio Dorado Claro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
92,3,"{""en"": ""Light Auburn"", ""es"": ""Castaño Rojizo Claro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
93,3,"{""en"": ""Medium Auburn"", ""es"": ""Castaño Rojizo Mediano""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
94,3,"{""en"": ""Medium Champagne"", ""es"": ""Rubio Champaña""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
95,3,"{""en"": ""Strawberry Blonde"", ""es"": ""Rubio Fresa""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
96,3,"{""en"": ""None (Bald)"", ""es"": ""None (Calvo)""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
97,3,"{""en"": ""Other"", ""es"": ""Otro""}",2017-12-03 20:24:49.0,2017-12-13 13:10:49.0
98,5,"{""en"": ""Light or Porcelain"", ""es"": ""Clara o Porcelana""}",2017-12-03 20:26:42.0,2018-02-02 16:40:11.0
99,5,"{""en"": ""Dark Chocolate"", ""es"": ""Chocolate Oscuro""}",2017-12-03 20:28:27.0,2018-02-02 16:40:12.0
100,5,"{""en"": ""Chocolate Brown"", ""es"": ""Chocolate Claro""}",2017-12-03 20:28:27.0,2018-02-02 16:40:12.0
101,5,"{""en"": ""Tan or Golden"", ""es"": ""Bronzeado o Dorada""}",2017-12-03 20:28:27.0,2018-02-02 16:40:12.0
102,5,"{""en"": ""Honey"", ""es"": ""Miel""}",2017-12-03 20:28:27.0,2018-02-02 16:40:12.0
103,6,"{""en"": ""210cm/6.9ft"", ""es"": ""210cm / 6.9' o más""}",2017-12-03 20:32:05.0,2018-09-10 16:18:37.0
104,6,"{""en"": ""209cm/6.85ft"", ""es"": ""209cm / 6.85'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
105,6,"{""en"": ""208cm/6.82ft"", ""es"": ""208cm / 6.82'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
106,6,"{""en"": ""207cm/6.79ft"", ""es"": ""207cm / 6.79'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
107,6,"{""en"": ""206cm/6.75ft"", ""es"": ""206cm / 6.75'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
108,6,"{""en"": ""205cm/6.72ft"", ""es"": ""205cm / 6.72'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
109,6,"{""en"": ""204cm/6.69ft"", ""es"": ""204cm / 6.69'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
110,6,"{""en"": ""203cm/6.66ft"", ""es"": ""203cm / 6.66'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
111,6,"{""en"": ""202cm/6.63ft"", ""es"": ""202cm / 6.63'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
112,6,"{""en"": ""201cm/6.6ft"", ""es"": ""201cm / 6.6'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
113,6,"{""en"": ""200cm/6.56ft"", ""es"": ""200cm / 6.56'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
114,6,"{""en"": ""199cm/6.53ft"", ""es"": ""199cm / 6.53'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
115,6,"{""en"": ""198cm/6.5ft"", ""es"": ""198cm / 6.5'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
116,6,"{""en"": ""197cm/6.46ft"", ""es"": ""197cm / 6.46'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
117,6,"{""en"": ""196cm/6.43ft"", ""es"": ""196cm / 6.43'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
118,6,"{""en"": ""195cm/6.4ft"", ""es"": ""195cm / 6.4'""}",2017-12-03 20:37:27.0,2018-09-10 16:18:37.0
119,6,"{""en"": ""194cm/6.36ft"", ""es"": ""194cm / 6.36'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:37.0
120,6,"{""en"": ""193cm/6.33ft"", ""es"": ""193cm / 6.33'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
121,6,"{""en"": ""192cm/6.3ft"", ""es"": ""192cm / 6.3'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
122,6,"{""en"": ""191cm/6.26ft"", ""es"": ""191cm / 6.26'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
123,6,"{""en"": ""190cm/6.23ft"", ""es"": ""190cm / 6.23'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
124,6,"{""en"": ""189cm/6.2ft"", ""es"": ""189cm / 6.2'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
125,6,"{""en"": ""188cm/6.17ft"", ""es"": ""188cm / 6.17'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
126,6,"{""en"": ""187cm/6.13ft"", ""es"": ""187cm / 6.13'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
127,6,"{""en"": ""186cm/6.10ft"", ""es"": ""186cm / 6.10'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
128,6,"{""en"": ""185cm/6.07ft"", ""es"": ""185cm / 6.07'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
129,6,"{""en"": ""184cm/6.03ft"", ""es"": ""184cm / 6.03'""}",2017-12-03 20:41:13.0,2018-09-10 16:18:38.0
130,6,"{""en"": ""183cm/6.0ft"", ""es"": ""183cm / 6.0'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
131,6,"{""en"": ""182cm/5.97ft"", ""es"": ""182cm / 5.97'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
132,6,"{""en"": ""181cm/5.94ft"", ""es"": ""181cm / 5.94'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
133,6,"{""en"": ""180cm/5.9ft"", ""es"": ""180cm / 5.9'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
134,6,"{""en"": ""179cm/5.87ft"", ""es"": ""179cm / 5.87'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
135,6,"{""en"": ""178cm/5.83ft"", ""es"": ""178cm / 5.83'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
136,6,"{""en"": ""177cm/5.8ft"", ""es"": ""177cm / 5.8'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
137,6,"{""en"": ""176cm/5.77ft"", ""es"": ""176cm / 5.77'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
138,6,"{""en"": ""175cm/5.74ft"", ""es"": ""175cm / 5.74'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
139,6,"{""en"": ""174cm/5.7ft"", ""es"": ""174cm / 5.7'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
140,6,"{""en"": ""173cm/5.67ft"", ""es"": ""173cm / 5.67'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
141,6,"{""en"": ""172cm/5.64ft"", ""es"": ""172cm / 5.64'""}",2017-12-03 20:49:05.0,2018-09-10 16:18:38.0
142,6,"{""en"": ""171cm/5.6ft"", ""es"": ""171cm / 5.6'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
143,6,"{""en"": ""170cm/5.57ft"", ""es"": ""170cm / 5.57'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
144,6,"{""en"": ""169cm/5.54ft"", ""es"": ""169cm / 5.54'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
145,6,"{""en"": ""168cm/5.5ft"", ""es"": ""168cm / 5.5'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
146,6,"{""en"": ""167cm/5.47ft"", ""es"": ""167cm / 5.47'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
147,6,"{""en"": ""166cm/5.44ft"", ""es"": ""166cm / 5.44'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
148,6,"{""en"": ""165cm/5.4ft"", ""es"": ""165cm / 5.4'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
149,6,"{""en"": ""164cm/5.37ft"", ""es"": ""164cm / 5.37'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
150,6,"{""en"": ""163cm/5.34ft"", ""es"": ""163cm / 5.34'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
151,6,"{""en"": ""162cm/5.3ft"", ""es"": ""162cm / 5.3'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
152,6,"{""en"": ""161cm/5.27ft"", ""es"": ""161cm / 5.27'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
153,6,"{""en"": ""160cm/5.24ft"", ""es"": ""160cm / 5.24'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
154,6,"{""en"": ""159cm/5.2ft"", ""es"": ""159cm / 5.2'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
155,6,"{""en"": ""158cm/5.17ft"", ""es"": ""158cm / 5.17'""}",2017-12-03 20:49:05.0,2018-09-10 16:24:48.0
156,6,"{""en"": ""157cm/5.14ft"", ""es"": ""157cm / 5.14'""}",2017-12-03 21:06:09.0,2018-09-10 16:24:48.0
157,6,"{""en"": ""156cm/5.1ft"", ""es"": ""156cm / 5.1'""}",2017-12-03 21:06:09.0,2018-09-10 16:24:48.0
158,6,"{""en"": ""155cm/5.07ft"", ""es"": ""155cm / 5.07'""}",2017-12-03 21:06:09.0,2018-09-10 16:24:48.0
159,6,"{""en"": ""154cm/5.04ft"", ""es"": ""154cm / 5.04'""}",2017-12-03 21:06:09.0,2018-09-10 16:24:48.0
160,6,"{""en"": ""153cm/5.0ft"", ""es"": ""153cm / 5.0'""}",2017-12-03 21:06:09.0,2018-09-10 16:24:48.0
161,6,"{""en"": ""152cm/4.98ft"", ""es"": ""152cm / 4.98'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
162,6,"{""en"": ""151cm/4.95ft"", ""es"": ""151cm / 4.95'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
163,6,"{""en"": ""150cm/4.92ft"", ""es"": ""150cm / 4.92'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
164,6,"{""en"": ""149cm/4.88ft"", ""es"": ""149cm / 4.88'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
165,6,"{""en"": ""148cm/4.85ft"", ""es"": ""148cm / 4.85'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
166,6,"{""en"": ""147cm/4.82ft"", ""es"": ""147cm / 4.82'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
167,6,"{""en"": ""146cm/4.79ft"", ""es"": ""146cm / 4.79'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
168,6,"{""en"": ""145cm/4.75ft"", ""es"": ""145cm / 4.75'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
169,6,"{""en"": ""144cm/4.72ft"", ""es"": ""144cm / 4.72'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
170,6,"{""en"": ""143cm/4.69ft"", ""es"": ""143cm / 4.69'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
171,6,"{""en"": ""142cm/4.66ft"", ""es"": ""142cm / 4.66'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
172,6,"{""en"": ""141cm/4.62ft"", ""es"": ""141cm / 4.62'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:48.0
173,6,"{""en"": ""140cm/4.59ft"", ""es"": ""140cm / 4.59'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
174,6,"{""en"": ""139cm/4.56ft"", ""es"": ""139cm / 4.56'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
175,6,"{""en"": ""138cm/4.52ft"", ""es"": ""138cm / 4.52'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
176,6,"{""en"": ""137cm/4.49ft"", ""es"": ""137cm / 4.49'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
177,6,"{""en"": ""136cm/4.46ft"", ""es"": ""136cm / 4.46'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
178,6,"{""en"": ""135cm/4.43ft"", ""es"": ""135cm / 4.43'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
179,6,"{""en"": ""134cm/4.4ft"", ""es"": ""134cm / 4.4'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
180,6,"{""en"": ""133cm/4.36ft"", ""es"": ""133cm / 4.36'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
181,6,"{""en"": ""132cm/4.33ft"", ""es"": ""132cm / 4.33'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
182,6,"{""en"": ""131cm/4.3ft"", ""es"": ""131cm / 4.3""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
183,6,"{""en"": ""130cm/4.26ft"", ""es"": ""130cm / 4.26'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
184,6,"{""en"": ""129cm/4.23ft"", ""es"": ""129cm / 4.23'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
185,6,"{""en"": ""128cm/4.2ft"", ""es"": ""128cm / 4.2'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
186,6,"{""en"": ""127cm/4.16ft"", ""es"": ""127cm / 4.16'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
187,6,"{""en"": ""126cm/4.13ft"", ""es"": ""126cm / 4.13'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
188,6,"{""en"": ""125cm/4.1ft"", ""es"": ""125cm / 4.1'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
189,6,"{""en"": ""124cm/4.06ft"", ""es"": ""124cm / 4.06'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
190,6,"{""en"": ""123cm/4.03ft"", ""es"": ""123cm / 4.03'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
191,6,"{""en"": ""122cm/4.0ft"", ""es"": ""122cm / 4.0'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
192,6,"{""en"": ""121cm/3.96ft"", ""es"": ""121cm / 3.96'""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
193,6,"{""en"": ""120cm/3.94ft"", ""es"": ""120cm / 3.94' o menos""}",2017-12-03 21:06:10.0,2018-09-10 16:24:49.0
194,40,"{""en"": ""150cm / 59.1\"""", ""es"": ""150cm / 59.1\""""}",2017-12-03 21:42:46.0,2017-12-03 21:42:46.0
195,40,"{""en"": ""149cm / 58.7\"""", ""es"": ""149cm / 58.7\""""}",2017-12-03 21:46:02.0,2017-12-03 21:46:02.0
196,40,"{""en"": ""148cm / 58.3\"""", ""es"": ""148cm / 58.3\""""}",2017-12-03 21:47:05.0,2017-12-03 21:47:05.0
197,40,"{""en"": ""147cm / 57.9\"""", ""es"": ""147cm / 57.9\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
198,40,"{""en"": ""146cm / 57.5\"""", ""es"": ""146cm / 57.5\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
199,40,"{""en"": ""145cm / 57.1\"""", ""es"": ""145cm / 57.1\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
200,40,"{""en"": ""144cm / 56.7\"""", ""es"": ""144cm / 56.7\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
201,40,"{""en"": ""143cm / 56.3\"""", ""es"": ""143cm / 56.3\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
202,40,"{""en"": ""142cm / 55.9\"""", ""es"": ""142cm / 55.9\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
203,40,"{""en"": ""141cm / 55.5\"""", ""es"": ""141cm / 55.5\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
204,40,"{""en"": ""140cm / 55.1\"""", ""es"": ""140cm / 55.1\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
205,40,"{""en"": ""139cm / 54.7\"""", ""es"": ""139cm / 54.7\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
206,40,"{""en"": ""138cm / 54.3\"""", ""es"": ""138cm / 54.3\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
207,40,"{""en"": ""137cm / 53.9\"""", ""es"": ""137cm / 53.9\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
208,40,"{""en"": ""136cm / 53.5\"""", ""es"": ""136cm / 53.5\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
209,40,"{""en"": ""135cm / 53.1\"""", ""es"": ""135cm / 53.1\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
210,40,"{""en"": ""134cm / 52.8\"""", ""es"": ""134cm / 52.8\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
211,40,"{""en"": ""133cm / 52.4\"""", ""es"": ""133cm / 52.4\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
212,40,"{""en"": ""132cm / 52.0\"""", ""es"": ""132cm / 52.0\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
213,40,"{""en"": ""131cm / 51.6\"""", ""es"": ""131cm / 51.6\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
214,40,"{""en"": ""130cm / 51.2\"""", ""es"": ""130cm / 51.2\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
215,40,"{""en"": ""129cm / 50.8\"""", ""es"": ""129cm / 50.8\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
216,40,"{""en"": ""128cm / 50.4\"""", ""es"": ""128cm / 50.4\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
217,40,"{""en"": ""127cm / 50.0\"""", ""es"": ""127cm / 50.0\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
218,40,"{""en"": ""126cm / 49.6\"""", ""es"": ""126cm / 49.6\""""}",2017-12-03 21:53:51.0,2017-12-03 21:53:51.0
219,40,"{""en"": ""125cm / 49.2\"""", ""es"": ""125cm / 49.2\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
220,40,"{""en"": ""124cm / 48.8\"""", ""es"": ""124cm / 48.8\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
221,40,"{""en"": ""123cm / 48.4\"""", ""es"": ""123cm / 48.4\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
222,40,"{""en"": ""122cm / 48.0\"""", ""es"": ""122cm / 48.0\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
223,40,"{""en"": ""121cm / 47.6\"""", ""es"": ""121cm / 47.6\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
224,40,"{""en"": ""120cm / 47.2\"""", ""es"": ""120cm / 47.2\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
225,40,"{""en"": ""119cm / 46.9\"""", ""es"": ""119cm / 46.9\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
226,40,"{""en"": ""118cm / 46.5\"""", ""es"": ""118cm / 46.5\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
227,40,"{""en"": ""117cm / 46.1\"""", ""es"": ""117cm / 46.1\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
228,40,"{""en"": ""116cm / 45.7\"""", ""es"": ""116cm / 45.7\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
229,40,"{""en"": ""115cm / 45.3\"""", ""es"": ""115cm / 45.3\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
230,40,"{""en"": ""114cm / 44.9\"""", ""es"": ""114cm / 44.9\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
231,40,"{""en"": ""113cm / 44.5\"""", ""es"": ""113cm / 44.5\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
232,40,"{""en"": ""112cm / 44.1\"""", ""es"": ""112cm / 44.1\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
233,40,"{""en"": ""111cm / 43.7\"""", ""es"": ""111cm / 43.7\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
234,40,"{""en"": ""110cm / 43.3\"""", ""es"": ""110cm / 43.3\""""}",2017-12-03 22:09:59.0,2017-12-03 22:09:59.0
235,40,"{""en"": ""109cm / 42.9\"""", ""es"": ""109cm / 42.9\""""}",2017-12-03 22:10:00.0,2017-12-03 22:10:00.0
236,40,"{""en"": ""108cm / 42.5\"""", ""es"": ""108cm / 42.5\""""}",2017-12-03 22:10:00.0,2017-12-03 22:10:00.0
237,40,"{""en"": ""107cm / 42.1\"""", ""es"": ""107cm / 42.1\""""}",2017-12-03 22:10:00.0,2017-12-03 22:10:00.0
