module_id,title,sub_title,linked_type,order_no,status,created_at,updated_at
60,"{""en"": ""Saxophone Information"", ""es"": ""Información de Saxófono""}","{""en"": ""."", ""es"": "".""}",3,47,0,2018-06-13 18:38:06.0,2020-11-16 13:17:59.0
61,"{""en"": ""Flute Information"", ""es"": ""Información de Flauta""}","{""en"": ""."", ""es"": "".""}",3,48,0,2018-06-13 18:45:11.0,2020-11-16 13:18:01.0
62,"{""en"": ""Trumpet Information"", ""es"": ""Información de Trompeta""}","{""en"": ""."", ""es"": "".""}",3,49,0,2018-06-13 18:57:16.0,2020-11-16 13:18:03.0
63,"{""en"": ""Education"", ""es"": ""Educación""}","{""en"": ""Dance academies"", ""es"": ""Academias de baile""}",3,50,1,2018-06-13 19:00:43.0,2018-09-27 19:39:08.0
64,"{""en"": ""Bachata Information"", ""es"": ""Información de Bachata""}","{""en"": ""."", ""es"": "".""}",3,51,0,2018-06-13 19:03:51.0,2020-11-16 13:23:30.0
65,"{""en"": ""Ballet Information"", ""es"": ""Información de Ballet""}","{""en"": ""."", ""es"": "".""}",3,52,0,2018-06-13 19:08:46.0,2020-11-16 13:25:10.0
66,"{""en"": ""Indian Classical Dance"", ""es"": ""Danzas Clásicas de la India""}","{""en"": ""."", ""es"": "".""}",3,53,0,2018-06-13 19:13:03.0,2020-11-16 13:25:30.0
67,"{""en"": ""Speech Information"", ""es"": ""Información de Locución""}","{""en"": ""."", ""es"": "".""}",3,54,1,2018-06-13 19:28:37.0,2018-09-27 19:39:08.0
68,"{""en"": ""Radio Information"", ""es"": ""Informacion de Radio""}","{""en"": ""."", ""es"": "".""}",3,55,0,2018-06-13 19:38:15.0,2018-09-27 19:39:08.0
69,"{""en"": ""Voice-Over Information"", ""es"": ""Información de Voz en Off""}","{""en"": ""."", ""es"": "".""}",3,56,1,2018-06-13 19:49:03.0,2018-09-27 19:39:08.0
70,"{""en"": ""Presentations Information"", ""es"": ""Información de Presentaciones""}","{""en"": ""."", ""es"": "".""}",3,57,1,2018-06-13 19:55:34.0,2018-09-27 19:39:08.0
71,"{""en"": ""Voice Acting Information"", ""es"": ""Información de Actuación Vocal""}","{""en"": ""."", ""es"": "".""}",3,58,1,2018-06-13 20:04:48.0,2018-09-27 19:39:08.0
72,"{""en"": ""Acting Experience"", ""es"": ""Experiencia en Actuación""}","{""en"": ""."", ""es"": "".""}",3,59,1,2018-06-13 20:09:30.0,2018-09-27 19:39:08.0
73,"{""en"": ""Personal Trainer Information"", ""es"": ""Información de Entrenador Personal""}","{""en"": ""."", ""es"": "".""}",3,60,1,2018-06-14 00:21:33.0,2018-09-27 19:39:08.0
74,"{""en"": ""Filmography & Staging"", ""es"": ""Filmografía y Puesta en Escena""}","{""en"": ""."", ""es"": "".""}",3,8,0,2018-06-14 00:34:40.0,2020-11-16 13:52:05.0
75,"{""en"": ""Scenic Combat Information"", ""es"": ""Información de Combate Escénico""}","{""en"": ""Scenic Combat, stage combat"", ""es"": ""Combate Escénico""}",3,61,1,2018-06-14 00:52:07.0,2018-09-27 19:39:08.0
76,"{""en"": ""Comedy Information"", ""es"": ""Información de Comedia""}","{""en"": ""."", ""es"": "".""}",3,63,1,2018-06-14 00:59:06.0,2018-09-27 19:39:08.0
77,"{""en"": ""Narration Information"", ""es"": ""Información de Narración""}","{""en"": ""."", ""es"": "".""}",3,64,1,2018-06-14 01:13:25.0,2018-09-27 19:39:08.0
78,"{""en"": ""Fashion Photography Information"", ""es"": ""Información de Fotografía de Moda""}","{""en"": ""."", ""es"": "".""}",3,66,1,2018-06-14 02:46:32.0,2018-09-27 19:39:08.0
