id,value,feature_id,deleted_at,created_at,updated_at
1752,Sports,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1753,Economic,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1754,Cultural,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1755,Politic,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1756,Social,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1757,Tourism,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1758,Research,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1759,Literary,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1760,Environmental,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1761,Lifestyle,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1762,Celebrities,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1763,Artistic,206,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1764,Lyrical,207,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1765,Dramatic,207,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1766,Epic,207,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1767,Satirical,208,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1768,Humouristic,208,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1769,Didactic,208,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1770,Lyrical,208,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1771,Horatian,209,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1772,Juvenalian,209,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1773,Satire in verses,209,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1774,Menippean,209,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1775,Anecdotes,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1776,Fables,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1777,Memoirs,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1778,Biographies / Autobiographies,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1779,Legends & Myths,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1780,Short Stories,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1781,Stories for Children,210,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1782,Libretto,211,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1783,Lyric,211,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1784,Playwright,211,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1785,Screenwriting,211,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1786,Speech writing,211,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1787,Biographies / Autobiographies,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1788,Critic,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1789,Editor,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1790,Encyclopaedist,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1791,Essays,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1792,Historian,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1793,Lexicographer,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1794,Research,212,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1795,Drama,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1796,Comedy,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1797,Romance,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1798,Horror,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1799,Suspense,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1800,Mystery,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1801,History,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1802,Fantasy,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1803,Science Fiction,213,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1804,Newspapers,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1805,Magazines,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1806,Blogs,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1807,TV,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1808,Theater,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1809,Movies,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1810,Personal,214,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1811,Blogger,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1812,Columnist,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1813,Diarist,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1814,Journalist,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1815,Memoirs,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1816,Biographies/Autobiographies,215,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1817,Statues,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1818,Ornaments,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1819,Relief,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1820,Pottery,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1821,Figurines,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1822,Environmental,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1823,Architectural,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1824,Street Art,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1825,Kinetic,217,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1826,Clay,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1827,Stone,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1828,Stucco,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1829,Metal,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1830,Wood,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1831,Ivory,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1832,Concrete,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1833,Jade,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1834,Bronze,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1835,Ice,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1836,Sand,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1837,Plastic,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1838,Aluminium,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1839,Glass,218,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1840,Historic Painting,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1841,Portraits,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1842,Landscapes,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1843,Dead Nature,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1844,Anatomic Painting,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1845,Abstract,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1846,Elements & Products,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1847,Oil Painting,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1848,Wax,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1849,Watercolor,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1850,Pastel,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1851,Temper,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1852,Ink,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1853,Fresco,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1854,Grisaille,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1855,Pointillism,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1856,Dripping,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1857,Graffiti,220,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1858,Cartoons,219,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1859,Artistic,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1860,Technical,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1861,Architectural,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1862,Geometric,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1863,Mechanic,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1864,Animated,221,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1865,Pencil,222,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1866,Charcoal,222,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1867,Markers,222,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1868,Pens,222,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1869,Historical,223,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1870,Traditional,223,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1871,Common,223,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1872,Religious,223,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1873,Landscapes,223,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1874,Residential,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1875,Commercial,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1876,Exhibition,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1877,Events,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1878,Theatrical,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1879,Styling,224,,2019-05-15 22:09:40.0,2019-05-15 22:09:40.0
1880,Product Design,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1881,Interiors & Furniture,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1882,Vehicles,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1883,Metal Structures,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1884,Simulation,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1885,Digital & Animation,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1886,Communication,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1887,Strategic Marketing,225,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1888,Food Truck,226,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1889,Restaurant,226,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1890,Hotel,226,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1891,Banquets and Catering,226,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1892,Independent,226,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1893,Combi oven,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1894,Sous-vide,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1895,Vacuum baler,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1896,Pasta machine,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1897,Meat grinder,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1898,Sausage stuffer,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1899,Professional mixer,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1900,Slow cooker,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1901,Ice Cream Machine,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1902,Thermomixer,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1903,Fondant,227,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1904,Combi oven,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1905,Sous-vide,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1906,Vacuum baler,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1907,Pasta machine,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1908,Meat grinder,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1909,Sausage stuffer,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1910,Professional mixer,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1911,Slow cooker,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1912,Ice Cream Machine,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1913,Thermomixer,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1914,Fondant,228,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1915,Pantry,229,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1916,Kitchen,229,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1917,Both,229,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1918,Mediterranean,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1919,Italian,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1920,Dominican,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1921,American,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1922,Asian,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1923,Chinese,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1924,Japanese,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1925,Indian,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1926,Thai,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1927,French,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1928,Spanish,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1929,Mexican,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1930,Vegan,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1931,Healthy,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1932,Vegeterian,230,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1933,Haute Cuisine,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1934,Classic,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1935,Modern,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1936,Author,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1937,Molecular,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1938,Market / Ethnic,231,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1939,Fish & Seafood,232,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1940,Sausages,232,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1941,Poultry,232,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1942,Delicatessen,232,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1943,Red Meats,232,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1944,Cakes,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1945,Creams,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1946,Fingerfood,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1947,Pies & Tarts,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1948,Ice Cream,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1949,Special Occasions,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1950,Breakfast & Snacks,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1951,Cookies,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1952,Confectionaries,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1953,Other,233,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1954,Yeast Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1955,Sourdough Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1956,Flat Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1957,Gluten-free Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1958,Steamed Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1959,Fried Breads,234,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1960,Restaurant,235,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1961,Banquets and Catering,235,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1962,Wine bar,235,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1963,Bar,235,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1964,Brewery,235,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1965,Ale,236,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1966,Lager,236,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1967,Guiness,236,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1968,Lambic,236,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1969,Math,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1970,Algebra,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1971,Spanish,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1972,French,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1973,English,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1974,Literature,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1975,Language Arts,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1976,History,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1977,Social Studies,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1978,Sociology,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1979,Science,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1980,Anatomy,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1981,Biology,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1982,Chemistry,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1983,Physics,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1984,Art,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1985,Calculus,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1986,Trigonometry,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1987,Ethics,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1988,Music,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1989,Religion,237,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1990,School,239,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1991,University / College,239,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1992,Advanced Education,239,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1993,Extracurricular,239,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1994,8th grade,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1995,9th grade,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1996,10th grade,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1997,11th grade,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1998,12th grade,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
1999,Medicine,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2000,Business Administration,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2001,International Business,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2002,Law,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2003,Education,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2004,Marketing,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2005,Publicity,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2006,Architecture,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2007,Interior Design,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2008,Fashion Design,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2009,Economics,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2010,Finances,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2011,Engineering,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2012,Culinary Arts,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2013,Hotel Management,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2014,Tourism,240,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2015,Blogs,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2016,Online Stores,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2017,Corporate Webs,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2018,Forums,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2019,Downloading Sites,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2020,Search Engines,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2021,News Sites,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2022,Video Streaming,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2023,Games,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2024,Education,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2025,Other,241,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2026,Android,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2027,iOS,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2028,Swift,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2029,Java,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2030,React Native,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2031,Ionic,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2032,Xamarin,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2033,Redux Framework,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2034,Python,243,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2035,2 Player,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2036,Multiplayer,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2037,3D,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2038,Action,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2039,Adventure,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2040,Sports,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2041,Simulators,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2042,Dress up,245,,2019-05-15 22:09:41.0,2019-05-15 22:09:41.0
2043,Fighting,245,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2044,Fantasy,245,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2045,Racing,245,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2046,Strategy,245,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2047,Platforms,245,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2048,Play Station,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2049,Play Station 2,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2050,Play Station 3,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2051,Play Station 4,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2052,Nintendo Wii,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2053,Nintendo Wii U,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2054,Nintnedo Switch,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2055,Nintendo DS,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2056,X-Box,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2057,Online games,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2058,Phone/Tablet games,246,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2059,SQL,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2060,MySQL,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2061,Oracle SQL,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2062,SQL Server,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2063,Oracle Databases,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2064,PI/SQL,248,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2065,Databases Management,249,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2066,Data Science,249,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2067,Oracle Certification,249,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2068,Data Science,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2069,Machine Learning,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2070,Python,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2071,TOGAF,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2072,Enterprise Architect,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2073,Blockchain,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2074,Big Data,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2075,Scrum,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2076,Agile,250,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2077,Financial analysis,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2078,Investing,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2079,Stock trading,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2080,Stock market,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2081,Financial modeling,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2082,Excel,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2083,Cryptocurrency,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2084,Accounting,251,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2085,Private finances,252,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2086,Public finances,252,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
2087,Both,252,,2019-05-15 22:09:42.0,2019-05-15 22:09:42.0
