id,value,feature_id,deleted_at,created_at,updated_at
1,Over 90kg/198Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
2,90-86kg/198-189Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
3,85-82kg/188-181Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
4,81-78kg/180-171Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
5,77-74kg/170-163Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
6,73-70kg/162-154Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
7,69-66kg/153-145Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
8,65-62kg/144-137Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
9,59-56kg/136-123Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
10,55-52kg/122-114Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
11,51-49kg/113-108Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
12,48-45kg/107-99Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
13,44-41kg/98-90Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
14,40-37kg/89-81Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
15,36-33kg/80-73Lb,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
16,Under 33kg,7,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
17,Black,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
18,Blue,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
19,Brown,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
20,Dark Brown,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
21,Green,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
22,Grey,1,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
23,Black,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
24,Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
25,Blonde,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
26,Auburn,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
27,Almond,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
28,White,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
29,Red,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
30,Dark Blonde Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
31,Light Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
32,Jet Black,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
33,Grey,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
34,Chocolate Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
35,Light Golden Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
36,Medium Ash Brown,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
37,Light Blonde,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
38,Light Golden Blonde,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
39,Light Auburn,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
40,Medium Auburn,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
41,Medium Champagne,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
42,Strawberry Blonde,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
43,None (Bald),2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
44,Other,2,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
45,Light or Porcelain,3,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
46,Dark Chocolate,3,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
47,Chocolate Brown,3,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
48,Tan or Golden,3,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
49,Honey,3,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
50,210cm/6.9ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
51,209cm/6.85ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
52,208cm/6.82ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
53,207cm/6.79ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
54,206cm/6.75ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
55,205cm/6.72ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
56,204cm/6.69ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
57,203cm/6.66ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
58,202cm/6.63ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
59,201cm/6.6ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
60,200cm/6.56ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
61,199cm/6.53ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
62,198cm/6.5ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
63,197cm/6.46ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
64,196cm/6.43ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
65,195cm/6.4ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
66,194cm/6.36ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
67,193cm/6.33ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
68,192cm/6.3ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
69,191cm/6.26ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
70,190cm/6.23ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
71,189cm/6.2ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
72,188cm/6.17ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
73,187cm/6.13ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
74,186cm/6.10ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
75,185cm/6.07ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
76,184cm/6.03ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
77,183cm/6.0ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
78,182cm/5.97ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
79,181cm/5.94ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
80,180cm/5.9ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
81,179cm/5.87ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
82,178cm/5.83ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
83,177cm/5.8ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
84,176cm/5.77ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
85,175cm/5.74ft,4,,2019-05-15 22:09:28.0,2019-05-15 22:09:28.0
86,174cm/5.7ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
87,173cm/5.67ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
88,172cm/5.64ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
89,171cm/5.6ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
90,170cm/5.57ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
91,169cm/5.54ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
92,168cm/5.5ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
93,167cm/5.47ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
94,166cm/5.44ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
95,165cm/5.4ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
96,164cm/5.37ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
97,163cm/5.34ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
98,162cm/5.3ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
99,161cm/5.27ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
100,160cm/5.24ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
101,159cm/5.2ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
102,158cm/5.17ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
103,157cm/5.14ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
104,156cm/5.1ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
105,155cm/5.07ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
106,154cm/5.04ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
107,153cm/5.0ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
108,152cm/4.98ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
109,151cm/4.95ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
110,150cm/4.92ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
111,149cm/4.88ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
112,148cm/4.85ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
113,147cm/4.82ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
114,146cm/4.79ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
115,145cm/4.75ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
116,144cm/4.72ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
117,143cm/4.69ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
118,142cm/4.66ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
119,141cm/4.62ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
120,140cm/4.59ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
121,139cm/4.56ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
122,138cm/4.52ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
123,137cm/4.49ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
124,136cm/4.46ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
125,135cm/4.43ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
126,134cm/4.4ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
127,133cm/4.36ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
128,132cm/4.33ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
129,131cm/4.3ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
130,130cm/4.26ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
131,129cm/4.23ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
132,128cm/4.2ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
133,127cm/4.16ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
134,126cm/4.13ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
135,125cm/4.1ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
136,124cm/4.06ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
137,123cm/4.03ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
138,122cm/4.0ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
139,121cm/3.96ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
140,120cm/3.94ft,4,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
141,"150cm / 59.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
142,"149cm / 58.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
143,"148cm / 58.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
144,"147cm / 57.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
145,"146cm / 57.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
146,"145cm / 57.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
147,"144cm / 56.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
148,"143cm / 56.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
149,"142cm / 55.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
150,"141cm / 55.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
151,"140cm / 55.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
152,"139cm / 54.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
153,"138cm / 54.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
154,"137cm / 53.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
155,"136cm / 53.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
156,"135cm / 53.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
157,"134cm / 52.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
158,"133cm / 52.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
159,"132cm / 52.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
160,"131cm / 51.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
161,"130cm / 51.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
162,"129cm / 50.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
163,"128cm / 50.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
164,"127cm / 50.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
165,"126cm / 49.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
166,"125cm / 49.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
167,"124cm / 48.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
168,"123cm / 48.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
169,"122cm / 48.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
170,"121cm / 47.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
171,"120cm / 47.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
172,"119cm / 46.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
173,"118cm / 46.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
174,"117cm / 46.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
175,"116cm / 45.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
176,"115cm / 45.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
177,"114cm / 44.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
178,"113cm / 44.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
179,"112cm / 44.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
180,"111cm / 43.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
181,"110cm / 43.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
182,"109cm / 42.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
183,"108cm / 42.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
184,"107cm / 42.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
185,"106cm / 41.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
186,"105cm / 41.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
187,"104cm / 40.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
188,"103cm / 40.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
189,"102cm / 40.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
190,"101cm / 39.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
191,"100cm / 39.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
192,"99cm / 39.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
193,"98cm / 38.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
194,"97cm / 38.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
195,"96cm / 37.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
196,"95cm / 37.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
197,"94cm / 37.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
198,"93cm / 36.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
199,"92cm / 36.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
200,"91cm / 35.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
201,"90cm / 35.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
202,"89cm / 35.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
203,"88cm / 34.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
204,"87cm / 34.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
205,"86cm / 33.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
206,"85cm / 33.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
207,"84cm / 33.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
208,"83cm / 32.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
209,"82cm / 32.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
210,"81cm / 31.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
211,"80cm / 31.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
212,"79cm / 31.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
213,"78cm / 30.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
214,"77cm / 30.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
215,"76cm / 29.9""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
216,"75cm / 29.5""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
217,"74cm / 29.1""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
218,"73cm / 28.7""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
219,"72cm / 28.3""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
220,"71cm / 28.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
221,"70cm / 27.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
222,"69cm / 27.2""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
223,"68cm / 26.8""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
224,"67cm / 26.4""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
225,"66cm / 26.0""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
226,"65cm / 25.6""",8,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
227,"110cm / 43.3""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
228,"109cm / 42.9""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
229,"108cm / 42.5""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
230,"107cm / 42.1""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
231,"106cm / 41.7""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
232,"105cm / 41.3""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
233,"104cm / 40.9""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
234,"103cm / 40.6""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
235,"102cm / 40.2""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
236,"101cm / 39.8""",9,,2019-05-15 22:09:29.0,2019-05-15 22:09:29.0
237,"100cm / 39.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
238,"99cm / 39.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
239,"98cm / 38.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
240,"97cm / 38.2""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
241,"96cm / 37.8""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
242,"95cm / 37.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
243,"94cm / 37.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
244,"93cm / 36.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
245,"92cm / 36.2""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
246,"91cm / 35.8""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
247,"90cm / 35.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
248,"89cm / 35.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
249,"88cm / 34.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
250,"87cm / 34.3""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
251,"86cm / 33.9""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
252,"85cm / 33.5""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
253,"84cm / 33.1""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
254,"83cm / 32.7""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
255,"82cm / 32.3""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
256,"81cm / 31.9""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
257,"80cm / 31.5""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
258,"79cm / 31.1""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
259,"78cm / 30.7""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
260,"77cm / 30.3""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
261,"76cm / 29.9""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
262,"75cm / 29.5""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
263,"74cm / 29.1""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
264,"73cm / 28.7""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
265,"72cm / 28.3""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
266,"71cm / 28.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
267,"70cm / 27.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
268,"69cm / 27.2""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
269,"68cm / 26.8""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
270,"67cm / 26.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
271,"66cm / 26.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
272,"65cm / 25.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
273,"64cm / 25.2""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
274,"63cm / 24.8""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
275,"62cm / 24.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
276,"61cm / 24.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
277,"60cm / 23.6""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
278,"59cm / 23.2""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
279,"58cm / 22.8""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
280,"57cm / 22.4""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
281,"56cm / 22.0""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
282,"55cm / 21.7""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
283,"54cm / 21.3""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
284,"53cm / 20.9""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
285,"52cm / 20.5""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
286,"51cm / 20.1""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
287,"50cm / 19.7""",9,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
288,"150cm / 59.1""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
289,"149cm / 58.7""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
290,"148cm / 58.3""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
291,"147cm / 57.9""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
292,"146cm / 57.5""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
293,"145cm / 57.1""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
294,"144cm / 56.7""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
295,"143cm / 56.3""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
296,"142cm / 55.9""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
297,"141cm / 55.5""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
298,"140cm / 55.1""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
299,"139cm / 54.7""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
300,"138cm / 54.3""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
301,"137cm / 53.9""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
302,"136cm / 53.5""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
303,"135cm / 53.1""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
304,"134cm / 52.8""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
305,"133cm / 52.4""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
306,"132cm / 52.0""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
307,"131cm / 51.6""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
308,"130cm / 51.2""",10,,2019-05-15 22:09:30.0,2019-05-15 22:09:30.0
